Game,Console,Name,Publisher,Developer,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update,rating,ratings_count,metacritic,genres,platforms,Publisher_clean
PS5_Nine Sols,PS5,Nine Sols,RedCandleGames,Red Candle Games,0,0,0,0,0,0,26/11/2024,02/10/2024,4.31,46,,"Indie, Platformer, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch, macOS",redcandlegames
PS5_Dustborn,PS5,Dustborn,Red Thread Games,Red Thread Games,0,0,0,0,0,0,01/12/2021,18/06/2020,2.12,7,,"Indie, Adventure, Action","PC, PlayStation 5, Xbox Series S/X",red thread games
PS4_Darkest Dungeon,PS4,Darkest Dungeon,Red Hook Studios,Red Hook Studios,0,40000,20000,0,10000,10000,24/04/2018,31/01/2018,4.17,1346,84,"Strategy, Indie, RPG","PC, PlayStation 4, Xbox One, Nintendo Switch, macOS, Linux, PS Vita",red hook studios
PS4_Outlast,PS4,Outlast,Red Barrels,Unknown,0,0,0,0,0,0,01/01/2014,,3.75,1836,80,"Indie, Action","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux",red barrels
PS3_Janline R,PS3,Janline R,Recom,Recom,0,0,0,0,0,0,06/08/2009,,,,,,,recom
PS4_Hyper Light Drifter,PS4,Hyper Light Drifter,Rebellion Games,Rebellion Games,0,10000,0,0,10000,0,26/07/2016,,4.14,595,84,"Indie, Adventure, Action, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, macOS, Linux",rebellion games
PS4_Sniper Elite 4,PS4,Sniper Elite 4,Rebellion Developments,Rebellion Developments,0,550000,210000,250000,0,90000,14/02/2017,29/05/2018,3.58,732,78,"Shooter, Adventure, Action","PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch",rebellion developments
PS4_Zombie Army Trilogy,PS4,Zombie Army Trilogy,Rebellion Developments,Rebellion Developments,0,220000,60000,130000,0,30000,06/03/2015,30/05/2018,3.33,205,72,"Shooter, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",rebellion developments
PS4_Strange Brigade,PS4,Strange Brigade,Rebellion Developments,Rebellion Developments,0,90000,50000,30000,0,20000,28/08/2018,26/04/2018,3.27,159,72,"Adventure, Action, Puzzle","PC, Xbox One, PlayStation 4",rebellion developments
PS4_Rogue Trooper Redux,PS4,Rogue Trooper Redux,Rebellion,TickTock Games,0,20000,10000,0,0,0,17/10/2017,13/09/2018,3.53,31,60,"Arcade, Shooter, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",rebellion
PS3_Sniper Elite III: Ultimate Edition,PS3,Sniper Elite III: Ultimate Edition,Rebellion,Rebellion Developments,0,0,0,0,0,0,10/03/2015,,,,,,,rebellion
PS4_Deformers,PS4,Deformers,Ready at Dawn,Ready at Dawn,0,60000,50000,0,0,10000,21/04/2017,,0,2,54,Action,"PC, Xbox One, PlayStation 4",ready at dawn
PS4_Let's Sing 2016,PS4,Let's Sing 2016,Ravenscourt,Voxler,0,100000,80000,0,0,20000,23/10/2015,07/04/2018,0,0,,Casual,"PC, PlayStation 4",ravenscourt
PS4_Let's Sing 2019,PS4,Let's Sing 2019,Ravenscourt,Ravenscourt,0,30000,0,30000,0,0,26/10/2018,02/12/2018,0,0,,Casual,"PC, PlayStation 4, Nintendo Switch",ravenscourt
PS4_Bouncy Bullets,PS4,Bouncy Bullets,Ratalaika Games,Ratalaika Games,0,0,0,0,0,0,12/07/2019,13/07/2019,0,5,,,"Xbox One, PlayStation 4, Nintendo Switch",ratalaika games
PS4_Genesis,PS4,Genesis,Rampage Games,Rampage Games,0,0,0,0,0,0,01/08/2019,09/08/2019,2.21,14,,"Action, Puzzle, Casual, Strategy, Massively Multiplayer","PC, PlayStation 4, iOS",rampage games
PS4_Teslagrad,PS4,Teslagrad,Rain Games,Rain Games,0,10000,0,10000,0,0,28/10/2014,22/04/2019,3.34,220,77,"Adventure, Action, Puzzle, Family, Indie, Platformer","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux, PlayStation 3, PS Vita, Wii U",rain games
PS3_Teslagrad,PS3,Teslagrad,Rain Games,Rain Games,0,0,0,0,0,0,28/10/2014,,3.34,220,77,"Adventure, Action, Puzzle, Family, Indie, Platformer","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux, PlayStation 3, PS Vita, Wii U",rain games
PS4_Ladybug Puzzle,PS4,Ladybug Puzzle,r2 game,Unknown,0,0,0,0,0,0,03/11/2015,,,,,,,r2 game
PS3_Ladybug Puzzle,PS3,Ladybug Puzzle,r2 game,Unknown,0,0,0,0,0,0,03/11/2015,,,,,,,r2 game
PS3_ProBaseball:Unlimited,PS3,ProBaseball:Unlimited,Q Entertainment/UserJoy Technology,Unknown,0,0,0,0,0,0,15/04/2014,,,,,,,q entertainment userjoy technology
PS3_Angel Love Online,PS3,Angel Love Online,Q Entertainment,UserJoy Technology,0,0,0,0,0,0,07/07/2011,,,,,,,q entertainment
PS3_Angel Senki,PS3,Angel Senki,Q Entertainment,Q Entertainment,0,0,0,0,0,0,07/07/2011,,,,,,,q entertainment
PS3_Lumines,PS3,Lumines,Q Entertainment,Unknown,0,0,0,0,0,0,01/01/2009,,,,,,,q entertainment
PS4_Muse: Together Is the New Alone,PS4,Muse: Together Is the New Alone,Pygmy Studio,Pygmy Studio,0,0,0,0,0,0,31/12/2020,,,,,,,pygmy studio
PS4_Primal Carnage: Extinction,PS4,Primal Carnage: Extinction,Pub Games,Circle 5 Studios,0,0,0,0,0,0,03/04/2015,,2.76,34,,"Indie, Action","PC, PlayStation 4",pub games
PS4_Island,PS4,Island,Prototype,Prototype,0,0,0,0,0,0,28/06/2018,12/08/2018,,,,,,prototype
PS4_Flowers: Les Quatre Saisons,PS4,Flowers: Les Quatre Saisons,Prototype,Innocent Grey,0,0,0,0,0,0,07/03/2019,21/03/2019,,,,,,prototype
PS4_Clannad,PS4,Clannad,Prototype,Prototype,0,0,0,0,0,0,14/06/2018,22/03/2019,4.26,53,83,"Casual, Adventure","PC, PlayStation 4, Nintendo Switch",prototype
PS3_Clannad,PS3,Clannad,Prototype,Visual Arts,0,30000,0,0,30000,0,21/04/2011,,,,,,,prototype
PS5_Rollerdrome,PS5,Rollerdrome,Private Division,Roll7,0,0,0,0,0,0,16/08/2022,14/08/2022,3.64,54,,"Shooter, Indie, Action, Sports","PC, PlayStation 5, PlayStation 4",private division
PS4_Ancestors: The Humankind Odyssey,PS4,Ancestors: The Humankind Odyssey,Private Division,Panache Digital Games,0,0,0,0,0,0,07/12/2019,09/04/2019,3.04,133,69,"Indie, Adventure, Action, RPG","PC, Xbox One, PlayStation 4",private division
PS4_Disintegration,PS4,Disintegration,Private Division,V1 Interactive,0,0,0,0,0,0,16/06/2020,17/10/2019,2.76,25,63,"Shooter, Strategy, Action","PC, Xbox One, PlayStation 4",private division
PS4_Steins;Gate 0,PS4,Steins;Gate 0,PQube,5pb. Inc.,0,70000,0,0,70000,0,29/11/2016,10/06/2018,4.29,72,81,Adventure,"PC, Xbox One, PlayStation 4, Nintendo Switch, PlayStation 3, PS Vita",pqube
PS4_Anima - Gate of Memories,PS4,Anima - Gate of Memories,PQube,Anima Games Studio,0,40000,10000,20000,0,10000,21/03/2017,19/09/2018,,,,,,pqube
PS4_Punch Line,PS4,Punch Line,PQube,5pb. Inc.,0,40000,30000,0,0,10000,09/10/2018,,0,4,,RPG,"PC, PlayStation 4",pqube
PS4_All-Star Fruit Racing,PS4,All-Star Fruit Racing,PQube,3DClouds.it,0,30000,30000,0,0,10000,21/08/2018,24/03/2019,3.44,9,,"Racing, Indie, Action, Sports","PC, Xbox One, PlayStation 4, Nintendo Switch",pqube
PS4_Root Letter,PS4,Root Letter,PQube,Kadokawa Games,0,30000,0,0,30000,0,10/11/2016,20/09/2018,,,,,,pqube
PS4_Valthirian Arc: Hero School Story,PS4,Valthirian Arc: Hero School Story,PQube,Agate Studio,0,20000,20000,0,0,0,28/09/2018,05/07/2018,2.27,11,56,"Adventure, Action, RPG, Strategy, Simulation, Indie","PC, PlayStation 4, Nintendo Switch",pqube
PS4_White Day: A Labyrinth Named School (2017),PS4,White Day: A Labyrinth Named School (2017),PQube,ROIGAMES Inc.,0,20000,0,10000,10000,0,29/08/2017,08/02/2018,,,,,,pqube
PS4_Chaos;Child,PS4,Chaos;Child,PQube,5pb. Inc.,0,20000,0,0,20000,0,24/10/2017,24/03/2019,3.84,37,76,"Adventure, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch, Android, PlayStation 3, PS Vita",pqube
PS4_Gal Gun: Double Peace,PS4,Gal Gun: Double Peace,PQube,Inti Creates,0,10000,0,0,10000,0,02/08/2016,04/05/2018,,,,,,pqube
PS4_Gal Gun 2,PS4,Gal Gun 2,PQube,Inti Creates,0,10000,0,0,10000,0,24/04/2018,04/03/2018,,,,,,pqube
PS4_Aggelos,PS4,Aggelos,PQube,PQube,0,0,0,0,0,0,24/09/2019,31/07/2019,3.9,10,,"Indie, Adventure, Action, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch",pqube
PS4_Ginger: Beyond the Crystal,PS4,Ginger: Beyond the Crystal,PQube,Badland Studio,0,0,0,0,0,0,28/10/2016,21/09/2018,0,2,,"Indie, Adventure","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS",pqube
PS4_Arcade Spirits,PS4,Arcade Spirits,PQube,Fiction Factory Games,0,0,0,0,0,0,01/12/2020,16/08/2019,3.67,7,,"Indie, Adventure, Simulation","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux",pqube
PS4_Cat Quest,PS4,Cat Quest,PQube,The Gentlebros,0,0,0,0,0,0,14/11/2017,10/05/2020,3.79,233,77,"Indie, Adventure, Action, RPG","PC, PlayStation 4, Nintendo Switch, iOS, Android, macOS",pqube
PS3_Summer Challenge: Athletics Tournament,PS3,Summer Challenge: Athletics Tournament,PQube,DTP Entertainment,0,40000,0,30000,0,10000,02/09/2011,,0,1,,"Arcade, Sports","PC, PlayStation 3",pqube
PS3_Plants vs. Zombies,PS3,Plants vs. Zombies,PopCap Games,PopCap,0,210000,180000,0,0,30000,15/11/2011,,4.26,840,86,"Strategy, Arcade, Puzzle","PC, Xbox One, iOS, Android, Nintendo DS, Xbox 360, PlayStation 3, PS Vita",popcap games
PS3_Bejeweled 3,PS3,Bejeweled 3,PopCap Games,PopCap Games,0,150000,130000,0,0,20000,15/11/2011,,3.47,156,82,"Casual, Strategy, Family, Puzzle","PC, Nintendo DS, macOS, Xbox 360, PlayStation 3",popcap games
PS4_Fez,PS4,Fez,Polytron,Unknown,0,0,0,0,0,0,25/03/2014,,4,1170,91,"Adventure, Action, Puzzle, Indie, Platformer","PC, PlayStation 4, Nintendo Switch, iOS, macOS, Linux, Xbox 360, PlayStation 3, PS Vita",polytron
PS3_Gran Turismo 5 Prologue Spec III,PS3,Gran Turismo 5 Prologue Spec III,Polyphony Digital,Polyphony Digital,0,0,0,0,0,0,30/10/2008,,,,,,,polyphony digital
PS4_SUPERBEAT: XONiC,PS4,SUPERBEAT: XONiC,PM Studios,Nurijoy,0,20000,20000,0,0,0,06/06/2017,20/09/2018,,,,,,pm studios
PS5_Car Mechanic Simulator 2021,PS5,Car Mechanic Simulator 2021,PlayWay,Red Dot Games,0,0,0,0,0,0,03/05/2022,04/02/2024,,,,,,playway
PS4_Car Mechanic Simulator 2021,PS4,Car Mechanic Simulator 2021,PlayWay,Red Dot Games,0,0,0,0,0,0,11/08/2021,04/02/2024,,,,,,playway
PS5_Mortal Shell II,PS5,Mortal Shell II,Playstack,Cold Symmetry,0,0,0,0,0,0,01/12/2026,11/07/2025,,,,,,playstack
PS3_Fairytale Fights,PS3,Fairytale Fights,Playlogic Game Factory,Playlogic Game Factory,0,170000,110000,40000,0,20000,27/10/2009,,2.83,6,,Arcade,PlayStation 3,playlogic game factory
PS4_Bright Memory: Infinite,PS4,Bright Memory: Infinite,Playism,FYQD Personal Studio,0,0,0,0,0,0,01/12/2021,20/03/2019,,,,,,playism
PS4_Inside,PS4,Inside,Playdead,Playdead,0,0,0,0,0,0,23/08/2016,31/03/2018,4.39,2549,87,"Adventure, Action, Puzzle, Indie, Platformer","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, macOS",playdead
PS4_Bard's Gold,PS4,Bard's Gold,Pixel Lantern,Pixel Lantern,0,0,0,0,0,0,17/06/2016,28/04/2019,2.8,10,58,"Indie, Action","PC, Xbox One, PlayStation 4, macOS, Linux, PS Vita",pixel lantern
PS4_Dauntless,PS4,Dauntless,Phoenix Labs,Phoenix Labs,0,0,0,0,0,0,21/05/2019,06/12/2018,2.88,405,78,"Casual, Massively Multiplayer, Action, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS",phoenix labs
PS4_Past Cure,PS4,Past Cure,Phantom 8 Studio,Phantom 8 Studio,0,30000,20000,0,0,0,23/02/2018,08/01/2018,2.12,17,40,"Indie, Action","PC, Xbox One, PlayStation 4",phantom 8 studio
PS4_Curse of the Sea Rats,PS4,Curse of the Sea Rats,Petoons Studio,Petoons Studio,0,0,0,0,0,0,01/05/2021,17/08/2019,,,,,,petoons studio
PS4_Operation Warcade,PS4,Operation Warcade,Perpetual,Ivanovich Games,0,40000,30000,0,0,10000,04/09/2018,24/08/2018,0,0,,"Casual, Arcade, Action","PlayStation 4, iOS",perpetual
PS4_Don't Knock Twice,PS4,Don't Knock Twice,Perpetual,Wales Interactive Ltd.,0,30000,20000,0,0,10000,27/02/2018,04/03/2018,3.07,29,,"Indie, Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch",perpetual
PS4_Apex Construct,PS4,Apex Construct,Perp Games,Fast Travel Games,0,50000,40000,0,0,10000,28/08/2018,17/08/2018,3.27,15,,"Adventure, Action","PC, PlayStation 4",perp games
PS4_VR Karts,PS4,VR Karts,Perp Games,Unknown,0,40000,30000,0,0,10000,28/11/2017,,0,2,,"Casual, Racing, Indie","PC, PlayStation 4",perp games
PS4_Blacklight: Retribution,PS4,Blacklight: Retribution,Perfect World Entertainment,Unknown,0,0,0,0,0,0,15/11/2013,,2.52,234,75,"Shooter, Action","PC, PlayStation 4",perfect world entertainment
PS4_PIX the CAT,PS4,PIX the CAT,Pasta Games!,Pasta Games!,0,0,0,0,0,0,07/10/2014,,2.63,92,77,"Indie, Arcade, Action","PC, Xbox One, PlayStation 4, Nintendo Switch, Android, macOS, Linux, PS Vita",pasta games
PS3_Rango: The Video Game,PS3,Rango: The Video Game,Paramount Digital Entertainment,Behaviour Studios,0,190000,70000,90000,0,30000,01/03/2011,,0,0,,Arcade,PlayStation 3,paramount digital entertainment
PS5_Vampire: The Masquerade - Bloodlines 2,PS5,Vampire: The Masquerade - Bloodlines 2,Paradox Interactive,Paradox Interactive,0,0,0,0,0,0,01/12/2021,17/06/2020,,,,,,paradox interactive
PS5_Cities: Skylines II,PS5,Cities: Skylines II,Paradox Interactive,Colossal Order,0,0,0,0,0,0,01/12/2024,12/06/2023,,,,,,paradox interactive
PS4_Pillars of Eternity,PS4,Pillars of Eternity,Paradox Interactive,Obsidian Entertainment,0,160000,110000,20000,0,30000,29/08/2017,15/04/2018,3.96,716,89,RPG,"PC, Xbox One, PlayStation 4, macOS, Linux",paradox interactive
PS4_Age of Wonders: Planetfall,PS4,Age of Wonders: Planetfall,Paradox Interactive,Triumph Studios,0,0,0,0,0,0,06/08/2019,06/05/2019,3.46,104,81,Strategy,"PC, Xbox One, PlayStation 4",paradox interactive
PS4_Empire of Sin,PS4,Empire of Sin,Paradox Interactive,Romero Games,0,0,0,0,0,0,01/12/2020,12/06/2019,2.78,60,56,"Strategy, RPG","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS",paradox interactive
PS4_Magicka 2,PS4,Magicka 2,Paradox Interactive,Paradox Interactive,0,0,0,0,0,0,25/05/2015,,3.68,676,69,"Adventure, Action, RPG","PC, PlayStation 4, macOS, Linux",paradox interactive
PS3_Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,PS3,Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,Paon Corporation,Paon Corporation,0,30000,0,0,30000,0,25/04/2013,,0,0,,Adventure,PlayStation 3,paon
PS4_Paw Patrol on a Roll,PS4,Paw Patrol on a Roll,Outright Games,Outright Games,0,70000,60000,0,0,10000,23/10/2018,07/08/2018,,,,,,outright games
PS4_Ben 10 (2017),PS4,Ben 10 (2017),Outright Games,Torus Games,0,50000,40000,0,0,10000,14/11/2017,21/01/2019,,,,,,outright games
PS4_Hotel Transylvania 3: Monsters Overboard,PS4,Hotel Transylvania 3: Monsters Overboard,Outright Games,Torus Games,0,40000,30000,0,0,10000,10/07/2018,24/03/2019,,,,,,outright games
PS4_Crayola Scoot,PS4,Crayola Scoot,Outright Games,Outright Games,0,20000,10000,0,0,0,16/10/2018,07/08/2018,0,1,,"Racing, Action, Casual, Simulation, Sports","PC, Xbox One, PlayStation 4, Nintendo Switch",outright games
PS4_Adventure Time: Pirates of the Enchiridion,PS4,Adventure Time: Pirates of the Enchiridion,Outright Games,Outright Games,0,20000,10000,0,0,0,17/07/2018,17/03/2019,3.16,68,59,Adventure,"Xbox One, PlayStation 4",outright games
PS4_Falcon Age,PS4,Falcon Age,Outerloop Games,Outerloop Games,0,0,0,0,0,0,09/04/2019,12/04/2019,3,14,,"Adventure, Action","PC, PlayStation 4, Nintendo Switch",outerloop games
PS4_The Chainsaw Incident,PS4,The Chainsaw Incident,ORiGO Games,Unknown,0,0,0,0,0,0,01/01/2016,,,,,,,origo games
PS3_Railfan,PS3,Railfan,Ongakukan,Ongakukan,0,10000,0,0,10000,0,21/12/2006,,,,,,,ongakukan
PS3_Railfan: Taiwan Takatetsu,PS3,Railfan: Taiwan Takatetsu,Ongakukan,Ongakukan,0,0,0,0,0,0,01/11/2007,,,,,,,ongakukan
PS3_John Daly's ProStroke Golf,PS3,John Daly's ProStroke Golf,O-Games,Gusto Games,0,110000,90000,20000,0,10000,05/10/2010,,0,1,,Sports,"PC, PlayStation 3",o games
PS3_PDC World Championship Darts: Pro Tour,PS3,PDC World Championship Darts: Pro Tour,O-Games,O-Games,0,100000,0,80000,0,20000,26/11/2010,,0,1,,Sports,PlayStation 3,o games
PS5_Oddworld: Soulstorm,PS5,Oddworld: Soulstorm,Oddworld Inhabitants,Oddworld Inhabitants,0,0,0,0,0,0,01/12/2021,14/06/2020,2.61,84,70,"Indie, Platformer, Adventure, Action","PC, PlayStation 5, PlayStation 4, Xbox Series S/X",oddworld inhabitants
PS4_Oddworld: Abe's Oddysee New N' Tasty!,PS4,Oddworld: Abe's Oddysee New N' Tasty!,Oddworld Inhabitants,Unknown,0,0,0,0,0,0,22/07/2014,,,,,,,oddworld inhabitants
PS3_Oddworld: Abe's Oddysee New N' Tasty!,PS3,Oddworld: Abe's Oddysee New N' Tasty!,Oddworld Inhabitants,Just Add Water,0,0,0,0,0,0,21/04/2015,,,,,,,oddworld inhabitants
PS4_Animal Force,PS4,Animal Force,Oasis Games Ltd.,ISVR,0,0,0,0,0,0,10/07/2018,19/09/2018,0,2,,"Casual, Strategy, Indie, Action","PC, PlayStation 4",oasis games
PS5_ExeKiller,PS5,ExeKiller,Null Games,Paradark Studio,0,0,0,0,0,0,01/12/2025,18/11/2023,,,,,,null games
PS4_Monochroma,PS4,Monochroma,Nowhere Studios,Unknown,0,0,0,0,0,0,01/01/2015,,,,,,,nowhere studios
PS4_Darksiders II: Deathinitive Edition,PS4,Darksiders II: Deathinitive Edition,Nordic Games,Gunfire Games,0,240000,100000,100000,0,40000,30/10/2015,02/10/2018,,,,,,nordic games
PS4_Legend of Kay Anniversary,PS4,Legend of Kay Anniversary,Nordic Games,Neon Studios,0,150000,30000,90000,0,20000,29/05/2015,11/09/2018,3.26,39,64,"Adventure, Action, RPG, Fighting","PC, PlayStation 4, Nintendo Switch, macOS, Xbox 360, PlayStation 3, Wii U",nordic games
PS4_The Book of Unwritten Tales 2,PS4,The Book of Unwritten Tales 2,Nordic Games,KING Art Games,0,70000,0,60000,0,10000,18/09/2015,17/12/2018,3.16,44,80,"Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux, Xbox 360, PlayStation 3, Wii U",nordic games
PS4_MX vs. ATV Supercross Encore,PS4,MX vs. ATV Supercross Encore,Nordic Games,Rainbow Studios,0,60000,0,50000,0,10000,27/10/2015,27/06/2018,0,4,,"Racing, Simulation, Sports","PC, Xbox One, PlayStation 4",nordic games
PS4_Arcania: Gothic 4,PS4,Arcania: Gothic 4,Nordic Games,Spellbound Entertainment AG,0,50000,40000,0,0,10000,29/05/2015,,,,,,,nordic games
PS4_Battle Worlds: Kronos,PS4,Battle Worlds: Kronos,Nordic Games,KING Art Games,0,10000,10000,0,0,0,10/05/2016,01/08/2018,2.25,12,71,Strategy,"PC, Xbox One, PlayStation 4, Nintendo Switch, Android, macOS, Linux",nordic games
PS4_Broken Age,PS4,Broken Age,Nordic Games,Double Fine Productions,0,0,0,0,0,0,28/04/2015,21/09/2018,3.65,689,81,"Adventure, Puzzle, Casual, Family, Indie","PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux, PS Vita",nordic games
PS3_Painkiller: Hell & Damnation,PS3,Painkiller: Hell & Damnation,Nordic Games,The Farm 51,0,40000,20000,20000,0,10000,30/08/2013,,,,,,,nordic games
PS3_MX vs. ATV Supercross,PS3,MX vs. ATV Supercross,Nordic Games,Rainbow Studios,0,30000,20000,10000,0,10000,28/10/2014,,0,0,,"Racing, Arcade","PC, PlayStation 3",nordic games
PS3_The Book of Unwritten Tales 2,PS3,The Book of Unwritten Tales 2,Nordic Games,KING Art Games,0,0,0,0,0,0,22/09/2015,,3.16,44,80,"Adventure, Action","PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux, Xbox 360, PlayStation 3, Wii U",nordic games
PS3_Deadfall Adventures,PS3,Deadfall Adventures,Nordic Games,The Farm 51,0,0,0,0,0,0,28/10/2014,,,,,,,nordic games
PS3_Arcania: Fall of Setarrif,PS3,Arcania: Fall of Setarrif,Nordic Games,Unknown,0,0,0,0,0,0,31/05/2013,,,,,,,nordic games
PS3_Legend of Kay Anniversary,PS3,Legend of Kay Anniversary,Nordic Games,Neon Studios,0,0,0,0,0,0,28/07/2015,,3.26,39,64,"Adventure, Action, RPG, Fighting","PC, PlayStation 4, Nintendo Switch, macOS, Xbox 360, PlayStation 3, Wii U",nordic games
PS3_Trine,PS3,Trine,Nobilis,Frozenbyte,0,0,0,0,0,0,09/10/2009,,3.92,328,,"Arcade, Adventure, Action","PC, PlayStation 3",nobilis
PS5_Let's Build a Zoo,PS5,Let's Build a Zoo,No More Robots,Springloaded,0,0,0,0,0,0,29/09/2021,03/10/2022,,,,,,no more robots
PS4_Blast 'Em Bunnies,PS4,Blast 'Em Bunnies,Nnooo,Nnooo,0,0,0,0,0,0,01/01/2015,,0,2,,Shooter,"Xbox One, PlayStation 4, Nintendo 3DS, PS Vita",nnooo
PS4_Disgaea 5: Alliance of Vengeance,PS4,Disgaea 5: Alliance of Vengeance,NIS America,Nippon Ichi Software,170000,350000,150000,80000,70000,50000,06/10/2015,,3.52,60,80,RPG,"PC, PlayStation 4, Nintendo Switch",nis america
PS4_Onechanbara Z2: Chaos,PS4,Onechanbara Z2: Chaos,NIS America,Tamsoft,0,280000,160000,30000,50000,40000,21/07/2015,30/05/2018,3.57,35,57,Action,"PC, PlayStation 4",nis america
PS4_Danganronpa V3: Killing Harmony,PS4,Danganronpa V3: Killing Harmony,NIS America,Spike Chunsoft,0,250000,90000,50000,70000,30000,26/09/2017,22/01/2018,4.27,235,80,Puzzle,"PC, PlayStation 4, Nintendo Switch, PS Vita",nis america
PS4_Ys VIII: Lacrimosa of Dana,PS4,Ys VIII: Lacrimosa of Dana,NIS America,Falcom,0,210000,80000,40000,80000,20000,12/09/2017,10/01/2018,4.25,74,80,"Action, RPG","PC, PlayStation 5, PlayStation 4, Nintendo Switch, iOS, Android, PS Vita",nis america
PS4_Psycho-Pass: Mandatory Happiness,PS4,Psycho-Pass: Mandatory Happiness,NIS America,5pb. Inc.,0,150000,100000,20000,0,30000,13/09/2016,03/07/2018,2.63,19,68,Adventure,"PC, Xbox One, PlayStation 4, PS Vita",nis america
PS4_Grand Kingdom,PS4,Grand Kingdom,NIS America,Monochrome Corporation,0,140000,80000,0,40000,20000,28/06/2016,03/07/2018,2.52,106,77,"Strategy, RPG","PlayStation 4, PS Vita",nis america
PS4_The Legend of Heroes: Trails of Cold Steel III,PS4,The Legend of Heroes: Trails of Cold Steel III,NIS America,Nihon Falcom Corporation,0,130000,0,0,130000,0,24/09/2019,03/07/2018,4.16,31,83,RPG,"PC, PlayStation 5, PlayStation 4, Nintendo Switch",nis america
PS4_The Legend of Heroes: Trails of Cold Steel IV,PS4,The Legend of Heroes: Trails of Cold Steel IV,NIS America,Falcom,0,130000,0,0,130000,0,27/10/2020,18/08/2018,4.26,19,81,RPG,"PC, PlayStation 5, PlayStation 4, Nintendo Switch",nis america
PS4_Danganronpa 1-2 Reload,PS4,Danganronpa 1-2 Reload,NIS America,Spike Chunsoft,0,120000,80000,0,20000,20000,14/03/2017,10/01/2018,,,,,,nis america
PS4_The Witch and the Hundred Knight,PS4,The Witch and the Hundred Knight,NIS America,Nippon Ichi Software,0,110000,30000,10000,60000,10000,01/03/2016,04/07/2018,3.33,6,58,"Action, RPG","PlayStation 4, PlayStation 3",nis america
PS4_NAtURAL DOCtRINE,PS4,NAtURAL DOCtRINE,NIS America,Kadokawa Games,0,100000,50000,20000,20000,10000,30/09/2014,23/11/2018,2.43,14,,RPG,"PlayStation 4, PlayStation 3, PS Vita",nis america
PS4_Touhou Genso Rondo: Bullet Ballet,PS4,Touhou Genso Rondo: Bullet Ballet,NIS America,CUBETYPE,0,70000,60000,0,0,10000,06/09/2016,17/09/2018,0,2,55,Action,PlayStation 4,nis america
PS4_God Wars: Future Past,PS4,God Wars: Future Past,NIS America,Kadokawa Games,0,70000,30000,10000,20000,10000,20/06/2017,17/09/2018,,,,,,nis america
PS4_The Silver Case,PS4,The Silver Case,NIS America,Grasshopper Manufacture,0,70000,50000,0,10000,10000,18/04/2017,11/09/2018,3.96,47,67,Adventure,"PC, PlayStation 4, Nintendo Switch, macOS, Linux",nis america
